Flag;Absolute Time;Relative Time;Accumulated Distance (km);Speed (km/h);
27276;17/05/2016 12:40:23.87;+2h 38mn 3s 97;48.561;8;
27277;17/05/2016 12:40:24.18;+2h 38mn 4s 28;48.561;7;
27280;17/05/2016 12:40:24.47;+2h 38mn 4s 57;48.562;6;
27283;17/05/2016 12:40:24.76;+2h 38mn 4s 86;48.562;5;
27287;17/05/2016 12:40:25.03;+2h 38mn 5s 13;48.563;4;
27290;17/05/2016 12:40:25.35;+2h 38mn 5s 45;48.563;3;
27291;17/05/2016 12:40:25.35;+2h 38mn 5s 45;48.563;3;
27292;17/05/2016 12:40:25.60;+2h 38mn 5s 70;48.563;2;
27296;17/05/2016 12:40:25.84;+2h 38mn 5s 94;48.563;2;
27297;17/05/2016 12:40:25.88;+2h 38mn 5s 98;48.563;2;
27298;17/05/2016 12:40:25.90;+2h 38mn 6s 00;48.563;2;
27300;17/05/2016 12:40:26.10;+2h 38mn 6s 20;48.563;2;
27302;17/05/2016 12:40:26.32;+2h 38mn 6s 42;48.563;2;
27303;17/05/2016 12:40:26.38;+2h 38mn 6s 48;48.563;2;
27310;17/05/2016 12:40:27.67;+2h 38mn 7s 77;48.564;1;
27311;17/05/2016 12:40:27.96;+2h 38mn 8s 06;48.564;0;
27317;17/05/2016 12:40:37.08;+2h 38mn 17s 18;48.564;0;
27318;17/05/2016 12:40:37.68;+2h 38mn 17s 78;48.564;0;
27321;17/05/2016 12:40:41.21;+2h 38mn 21s 31;48.564;0;
27327;17/05/2016 12:40:43.92;+2h 38mn 24s 02;48.564;1;
27329;17/05/2016 12:40:44.06;+2h 38mn 24s 16;48.564;1;
27331;17/05/2016 12:40:44.30;+2h 38mn 24s 40;48.564;2;
27334;17/05/2016 12:40:44.75;+2h 38mn 24s 85;48.564;3;
27336;17/05/2016 12:40:45.17;+2h 38mn 25s 27;48.565;4;
27341;17/05/2016 12:40:45.48;+2h 38mn 25s 58;48.565;4.5;
27342;17/05/2016 12:40:45.54;+2h 38mn 25s 64;48.565;4.5;
27343;17/05/2016 12:40:45.56;+2h 38mn 25s 66;48.565;4.5;
27344;17/05/2016 12:40:45.59;+2h 38mn 25s 69;48.565;5;
27347;17/05/2016 12:40:45.99;+2h 38mn 26s 09;48.566;6;
27351;17/05/2016 12:40:46.33;+2h 38mn 26s 43;48.567;7;
27354;17/05/2016 12:40:46.69;+2h 38mn 26s 79;48.567;8;
27355;17/05/2016 12:40:47.01;+2h 38mn 27s 11;48.568;9;
27357;17/05/2016 12:40:47.37;+2h 38mn 27s 47;48.569;10;
27360;17/05/2016 12:40:47.72;+2h 38mn 27s 82;48.570;11;
27362;17/05/2016 12:40:48.03;+2h 38mn 28s 13;48.571;12;
27365;17/05/2016 12:40:48.37;+2h 38mn 28s 47;48.572;13;
27369;17/05/2016 12:40:48.71;+2h 38mn 28s 81;48.574;14;
27370;17/05/2016 12:40:49.05;+2h 38mn 29s 15;48.575;15;
27372;17/05/2016 12:40:49.40;+2h 38mn 29s 50;48.576;16;
27374;17/05/2016 12:40:49.73;+2h 38mn 29s 83;48.578;17;
27376;17/05/2016 12:40:50.05;+2h 38mn 30s 15;48.580;18;
27379;17/05/2016 12:40:50.44;+2h 38mn 30s 54;48.582;19;
27380;17/05/2016 12:40:50.71;+2h 38mn 30s 81;48.583;20;
27382;17/05/2016 12:40:51.08;+2h 38mn 31s 18;48.585;21;
27383;17/05/2016 12:40:51.39;+2h 38mn 31s 49;48.587;22;
27386;17/05/2016 12:40:51.73;+2h 38mn 31s 83;48.589;23;
27390;17/05/2016 12:40:52.01;+2h 38mn 32s 11;48.591;24;
27392;17/05/2016 12:40:52.29;+2h 38mn 32s 39;48.593;25;
27394;17/05/2016 12:40:52.63;+2h 38mn 32s 73;48.595;26;
27396;17/05/2016 12:40:52.89;+2h 38mn 32s 99;48.597;27;
27401;17/05/2016 12:40:53.28;+2h 38mn 33s 38;48.600;28;
27408;17/05/2016 12:40:54.18;+2h 38mn 34s 28;48.607;29;
27414;17/05/2016 12:40:54.87;+2h 38mn 34s 97;48.613;30;
27416;17/05/2016 12:40:55.13;+2h 38mn 35s 23;48.615;31;
27418;17/05/2016 12:40:55.37;+2h 38mn 35s 47;48.617;32;
27421;17/05/2016 12:40:55.74;+2h 38mn 35s 84;48.621;33;
27425;17/05/2016 12:40:56.29;+2h 38mn 36s 39;48.626;34;
27428;17/05/2016 12:40:57.09;+2h 38mn 37s 19;48.633;35;
27440;17/05/2016 12:41:01.17;+2h 38mn 41s 27;48.673;36;
27448;17/05/2016 12:41:02.93;+2h 38mn 43s 03;48.691;37;
27452;17/05/2016 12:41:03.41;+2h 38mn 43s 51;48.696;38;
27455;17/05/2016 12:41:03.89;+2h 38mn 43s 99;48.701;39;
27457;17/05/2016 12:41:04.33;+2h 38mn 44s 43;48.706;40;
27461;17/05/2016 12:41:04.79;+2h 38mn 44s 89;48.711;41;
27464;17/05/2016 12:41:05.25;+2h 38mn 45s 35;48.717;42;
27466;17/05/2016 12:41:05.72;+2h 38mn 45s 82;48.722;43;
27469;17/05/2016 12:41:06.27;+2h 38mn 46s 37;48.729;44;
27471;17/05/2016 12:41:06.86;+2h 38mn 46s 96;48.736;45;
27478;17/05/2016 12:41:07.83;+2h 38mn 47s 93;48.749;46;
27484;17/05/2016 12:41:09.31;+2h 38mn 49s 41;48.768;47;
27488;17/05/2016 12:41:10.40;+2h 38mn 50s 50;48.782;48;
27493;17/05/2016 12:41:12.42;+2h 38mn 52s 52;48.809;49;
27500;17/05/2016 12:41:14.23;+2h 38mn 54s 33;48.834;48;
27501;17/05/2016 12:41:15.54;+2h 38mn 55s 64;48.851;47;
27505;17/05/2016 12:41:16.82;+2h 38mn 56s 92;48.867;46;
27516;17/05/2016 12:41:19.54;+2h 38mn 59s 64;48.902;45;
27524;17/05/2016 12:41:22.04;+2h 39mn 2s 14;48.933;44;
27531;17/05/2016 12:41:25.36;+2h 39mn 5s 46;48.973;44;
27533;17/05/2016 12:41:27.55;+2h 39mn 7s 65;49.000;44;
27540;17/05/2016 12:41:30.93;+2h 39mn 11s 03;49.041;43;
27543;17/05/2016 12:41:31.69;+2h 39mn 11s 79;49.050;42;
27547;17/05/2016 12:41:32.46;+2h 39mn 12s 56;49.059;41;
27549;17/05/2016 12:41:33.24;+2h 39mn 13s 34;49.068;40;
27551;17/05/2016 12:41:33.95;+2h 39mn 14s 05;49.075;39;
27558;17/05/2016 12:41:34.92;+2h 39mn 15s 02;49.086;38;
27581;17/05/2016 12:41:41.44;+2h 39mn 21s 54;49.154;37;
27583;17/05/2016 12:41:43.52;+2h 39mn 23s 62;49.176;36;
27590;17/05/2016 12:41:48.24;+2h 39mn 28s 34;49.222;35;
27594;17/05/2016 12:41:49.31;+2h 39mn 29s 41;49.232;34;
27596;17/05/2016 12:41:50.73;+2h 39mn 30s 83;49.245;33;
27600;17/05/2016 12:41:51.79;+2h 39mn 31s 89;49.255;32.5;
27602;17/05/2016 12:41:51.93;+2h 39mn 32s 03;49.256;32;
27605;17/05/2016 12:41:52.31;+2h 39mn 32s 41;49.259;31.5;
27606;17/05/2016 12:41:52.39;+2h 39mn 32s 49;49.260;31;
27609;17/05/2016 12:41:52.77;+2h 39mn 32s 87;49.263;30;
27611;17/05/2016 12:41:53.16;+2h 39mn 33s 26;49.266;29;
27616;17/05/2016 12:41:53.55;+2h 39mn 33s 65;49.270;28;
27618;17/05/2016 12:41:53.95;+2h 39mn 34s 05;49.273;27;
27622;17/05/2016 12:41:54.37;+2h 39mn 34s 47;49.276;26;
27626;17/05/2016 12:41:54.87;+2h 39mn 34s 97;49.279;25;
27629;17/05/2016 12:41:55.41;+2h 39mn 35s 51;49.283;24;
27630;17/05/2016 12:41:55.95;+2h 39mn 36s 05;49.286;23;
27632;17/05/2016 12:41:56.53;+2h 39mn 36s 63;49.290;22;
27634;17/05/2016 12:41:57.04;+2h 39mn 37s 14;49.293;21;
27636;17/05/2016 12:41:57.57;+2h 39mn 37s 67;49.296;20;
27638;17/05/2016 12:41:58.09;+2h 39mn 38s 19;49.299;19;
27643;17/05/2016 12:41:58.59;+2h 39mn 38s 69;49.301;18.5;
27644;17/05/2016 12:41:58.60;+2h 39mn 38s 70;49.301;18;
27646;17/05/2016 12:41:58.87;+2h 39mn 38s 97;49.303;17.5;
27648;17/05/2016 12:41:59.04;+2h 39mn 39s 14;49.304;17;
27651;17/05/2016 12:41:59.44;+2h 39mn 39s 54;49.305;16;
27654;17/05/2016 12:41:59.83;+2h 39mn 39s 93;49.307;15;
27655;17/05/2016 12:41:59.87;+2h 39mn 39s 97;49.307;15;
27659;17/05/2016 12:42:00.17;+2h 39mn 40s 27;49.309;14;
27661;17/05/2016 12:42:00.46;+2h 39mn 40s 56;49.310;13;
27664;17/05/2016 12:42:00.71;+2h 39mn 40s 81;49.310;12;
27667;17/05/2016 12:42:00.98;+2h 39mn 41s 08;49.311;11;
27670;17/05/2016 12:42:01.31;+2h 39mn 41s 41;49.312;10;
27673;17/05/2016 12:42:01.58;+2h 39mn 41s 68;49.313;9;
27675;17/05/2016 12:42:01.96;+2h 39mn 42s 06;49.314;8;
27678;17/05/2016 12:42:02.25;+2h 39mn 42s 35;49.315;7;
27680;17/05/2016 12:42:02.53;+2h 39mn 42s 63;49.315;6;
27682;17/05/2016 12:42:02.78;+2h 39mn 42s 88;49.315;5;
27684;17/05/2016 12:42:03.02;+2h 39mn 43s 12;49.316;4;
27686;17/05/2016 12:42:03.26;+2h 39mn 43s 36;49.316;3;
27696;17/05/2016 12:42:04.88;+2h 39mn 44s 98;49.317;2.5;
27701;17/05/2016 12:42:05.36;+2h 39mn 45s 46;49.317;2.5;
27702;17/05/2016 12:42:05.36;+2h 39mn 45s 46;49.317;2;
27706;17/05/2016 12:42:05.46;+2h 39mn 45s 56;49.317;1;
27707;17/05/2016 12:42:05.46;+2h 39mn 45s 56;49.317;0;
27708;17/05/2016 12:42:05.57;+2h 39mn 45s 67;49.317;0;
27709;17/05/2016 12:42:05.57;+2h 39mn 45s 67;49.317;0;
27710;17/05/2016 12:42:05.60;+2h 39mn 45s 70;49.317;0;
27713;17/05/2016 12:42:07.84;+2h 39mn 47s 94;49.317;0;
27714;17/05/2016 12:42:08.06;+2h 39mn 48s 16;49.317;0;
27715;17/05/2016 12:42:08.12;+2h 39mn 48s 22;49.317;0;
27717;17/05/2016 12:42:16.86;+2h 39mn 56s 96;49.317;0;
27718;17/05/2016 12:42:17.18;+2h 39mn 57s 28;49.317;0;
27722;17/05/2016 12:42:21.02;+2h 40mn 1s 12;49.317;0;
27729;17/05/2016 12:42:23.83;+2h 40mn 3s 93;49.317;1;
27730;17/05/2016 12:42:23.92;+2h 40mn 4s 02;49.317;1;
27733;17/05/2016 12:42:24.22;+2h 40mn 4s 32;49.318;2;
27735;17/05/2016 12:42:24.61;+2h 40mn 4s 71;49.318;3;
27738;17/05/2016 12:42:25.00;+2h 40mn 5s 10;49.318;4;
27742;17/05/2016 12:42:25.30;+2h 40mn 5s 40;49.319;4.5;
27743;17/05/2016 12:42:25.36;+2h 40mn 5s 46;49.319;4.5;
27744;17/05/2016 12:42:25.36;+2h 40mn 5s 46;49.319;5;
27745;17/05/2016 12:42:25.38;+2h 40mn 5s 48;49.319;5;
27746;17/05/2016 12:42:25.38;+2h 40mn 5s 48;49.319;5;
27749;17/05/2016 12:42:25.75;+2h 40mn 5s 85;49.319;6;
27752;17/05/2016 12:42:26.03;+2h 40mn 6s 13;49.320;7;
27754;17/05/2016 12:42:26.30;+2h 40mn 6s 40;49.320;8;
27756;17/05/2016 12:42:26.58;+2h 40mn 6s 68;49.321;9;
27758;17/05/2016 12:42:26.91;+2h 40mn 7s 01;49.322;10;
27761;17/05/2016 12:42:27.17;+2h 40mn 7s 27;49.323;11;
27763;17/05/2016 12:42:27.46;+2h 40mn 7s 56;49.324;12;
27764;17/05/2016 12:42:27.82;+2h 40mn 7s 92;49.325;13;
27765;17/05/2016 12:42:28.08;+2h 40mn 8s 18;49.326;14;
27770;17/05/2016 12:42:28.37;+2h 40mn 8s 47;49.327;15;
27772;17/05/2016 12:42:28.64;+2h 40mn 8s 74;49.328;16;
27774;17/05/2016 12:42:28.91;+2h 40mn 9s 01;49.329;17;
27777;17/05/2016 12:42:29.19;+2h 40mn 9s 29;49.331;18;
27780;17/05/2016 12:42:29.50;+2h 40mn 9s 60;49.332;19;
27783;17/05/2016 12:42:29.77;+2h 40mn 9s 87;49.334;20;
27786;17/05/2016 12:42:30.05;+2h 40mn 10s 15;49.335;21;
27789;17/05/2016 12:42:30.35;+2h 40mn 10s 45;49.337;22;
27791;17/05/2016 12:42:30.66;+2h 40mn 10s 76;49.339;23;
27792;17/05/2016 12:42:30.93;+2h 40mn 11s 03;49.341;24;
27796;17/05/2016 12:42:31.23;+2h 40mn 11s 33;49.343;25;
27800;17/05/2016 12:42:31.57;+2h 40mn 11s 67;49.345;26;
27803;17/05/2016 12:42:31.95;+2h 40mn 12s 05;49.348;27;
27811;17/05/2016 12:42:33.05;+2h 40mn 13s 15;49.357;28;
27815;17/05/2016 12:42:34.85;+2h 40mn 14s 95;49.371;29;
27820;17/05/2016 12:42:36.39;+2h 40mn 16s 49;49.383;30;
27823;17/05/2016 12:42:36.93;+2h 40mn 17s 03;49.388;31;
27825;17/05/2016 12:42:37.65;+2h 40mn 17s 75;49.394;32;
27827;17/05/2016 12:42:38.29;+2h 40mn 18s 39;49.400;33;
27830;17/05/2016 12:42:39.07;+2h 40mn 19s 17;49.407;34;
27833;17/05/2016 12:42:39.75;+2h 40mn 19s 85;49.414;35;
27837;17/05/2016 12:42:40.62;+2h 40mn 20s 72;49.422;36;
27843;17/05/2016 12:42:42.09;+2h 40mn 22s 19;49.437;37;
27846;17/05/2016 12:42:44.03;+2h 40mn 24s 13;49.458;38;
27855;17/05/2016 12:42:51.89;+2h 40mn 31s 99;49.540;37;
27858;17/05/2016 12:42:52.40;+2h 40mn 32s 50;49.545;37;
27860;17/05/2016 12:42:52.64;+2h 40mn 32s 74;49.547;36.5;
27862;17/05/2016 12:42:52.73;+2h 40mn 32s 83;49.548;36;
27864;17/05/2016 12:42:53.19;+2h 40mn 33s 29;49.553;35;
27868;17/05/2016 12:42:53.73;+2h 40mn 33s 83;49.558;34;
27872;17/05/2016 12:42:54.29;+2h 40mn 34s 39;49.563;33;
27877;17/05/2016 12:42:55.03;+2h 40mn 35s 13;49.570;32;
27887;17/05/2016 12:42:59.01;+2h 40mn 39s 11;49.605;31;
27891;17/05/2016 12:43:01.69;+2h 40mn 41s 79;49.627;30.5;
27893;17/05/2016 12:43:01.77;+2h 40mn 41s 87;49.628;30;
27895;17/05/2016 12:43:02.15;+2h 40mn 42s 25;49.631;29;
27897;17/05/2016 12:43:02.40;+2h 40mn 42s 50;49.633;28.5;
27899;17/05/2016 12:43:02.53;+2h 40mn 42s 63;49.634;28;
27902;17/05/2016 12:43:02.91;+2h 40mn 43s 01;49.637;27;
27906;17/05/2016 12:43:03.43;+2h 40mn 43s 53;49.641;26;
27909;17/05/2016 12:43:04.05;+2h 40mn 44s 15;49.645;25;
27913;17/05/2016 12:43:04.59;+2h 40mn 44s 69;49.649;24;
27916;17/05/2016 12:43:05.15;+2h 40mn 45s 25;49.653;23;
27918;17/05/2016 12:43:05.74;+2h 40mn 45s 84;49.656;22;
27919;17/05/2016 12:43:06.28;+2h 40mn 46s 38;49.660;21;
27920;17/05/2016 12:43:06.84;+2h 40mn 46s 94;49.663;20;
27922;17/05/2016 12:43:07.42;+2h 40mn 47s 52;49.666;19;
27925;17/05/2016 12:43:07.97;+2h 40mn 48s 07;49.669;18;
27930;17/05/2016 12:43:08.59;+2h 40mn 48s 69;49.672;17;
27933;17/05/2016 12:43:09.24;+2h 40mn 49s 34;49.675;16;
27934;17/05/2016 12:43:09.33;+2h 40mn 49s 43;49.675;16;
27938;17/05/2016 12:43:09.82;+2h 40mn 49s 92;49.677;15;
27942;17/05/2016 12:43:10.29;+2h 40mn 50s 39;49.679;14;
27946;17/05/2016 12:43:10.79;+2h 40mn 50s 89;49.681;13;
27949;17/05/2016 12:43:11.22;+2h 40mn 51s 32;49.683;12;
27953;17/05/2016 12:43:11.70;+2h 40mn 51s 80;49.684;11;
27955;17/05/2016 12:43:12.29;+2h 40mn 52s 39;49.686;10;
27961;17/05/2016 12:43:12.93;+2h 40mn 53s 03;49.688;9;
27965;17/05/2016 12:43:13.53;+2h 40mn 53s 63;49.689;8;
27968;17/05/2016 12:43:14.16;+2h 40mn 54s 26;49.690;7;
27970;17/05/2016 12:43:14.70;+2h 40mn 54s 80;49.691;6;
27972;17/05/2016 12:43:15.26;+2h 40mn 55s 36;49.692;5;
27976;17/05/2016 12:43:15.84;+2h 40mn 55s 94;49.693;4;
27979;17/05/2016 12:43:16.35;+2h 40mn 56s 45;49.693;3;
27982;17/05/2016 12:43:16.57;+2h 40mn 56s 67;49.693;3;
27984;17/05/2016 12:43:16.87;+2h 40mn 56s 97;49.694;2;
27987;17/05/2016 12:43:16.93;+2h 40mn 57s 03;49.694;2;
27988;17/05/2016 12:43:17.06;+2h 40mn 57s 16;49.694;2;
27990;17/05/2016 12:43:17.10;+2h 40mn 57s 20;49.694;2;
27991;17/05/2016 12:43:17.13;+2h 40mn 57s 23;49.694;2;
27992;17/05/2016 12:43:17.39;+2h 40mn 57s 49;49.694;1;
28000;17/05/2016 12:43:19.51;+2h 40mn 59s 61;49.694;0;
28002;17/05/2016 12:43:19.81;+2h 40mn 59s 91;49.694;0;
28003;17/05/2016 12:43:20.03;+2h 41mn 0s 13;49.694;0;
28004;17/05/2016 12:43:20.33;+2h 41mn 0s 43;49.694;0;
28006;17/05/2016 12:43:25.40;+2h 41mn 5s 50;49.694;0;
28008;17/05/2016 12:43:29.99;+2h 41mn 10s 09;49.694;0;
28010;17/05/2016 12:43:31.47;+2h 41mn 11s 57;49.694;0;
28014;17/05/2016 12:43:34.12;+2h 41mn 14s 22;49.694;0;
28022;17/05/2016 12:43:37.03;+2h 41mn 17s 13;49.694;1;
28024;17/05/2016 12:43:37.13;+2h 41mn 17s 23;49.694;1;
28026;17/05/2016 12:43:37.42;+2h 41mn 17s 52;49.694;2;
28028;17/05/2016 12:43:37.83;+2h 41mn 17s 93;49.695;3;
28031;17/05/2016 12:43:38.32;+2h 41mn 18s 42;49.695;4;
28035;17/05/2016 12:43:38.59;+2h 41mn 18s 69;49.695;4.5;
28036;17/05/2016 12:43:38.65;+2h 41mn 18s 75;49.696;4.5;
28038;17/05/2016 12:43:38.67;+2h 41mn 18s 77;49.696;4.5;
28039;17/05/2016 12:43:38.73;+2h 41mn 18s 83;49.696;5;
28043;17/05/2016 12:43:39.23;+2h 41mn 19s 33;49.696;6;
28045;17/05/2016 12:43:39.61;+2h 41mn 19s 71;49.697;7;
28048;17/05/2016 12:43:40.00;+2h 41mn 20s 10;49.698;8;
28051;17/05/2016 12:43:40.33;+2h 41mn 20s 43;49.699;9;
28054;17/05/2016 12:43:40.64;+2h 41mn 20s 74;49.700;10;
28056;17/05/2016 12:43:40.90;+2h 41mn 21s 00;49.700;11;
28059;17/05/2016 12:43:41.09;+2h 41mn 21s 19;49.701;12;
28061;17/05/2016 12:43:41.31;+2h 41mn 21s 41;49.702;13;
28063;17/05/2016 12:43:41.56;+2h 41mn 21s 66;49.703;14;
28065;17/05/2016 12:43:41.75;+2h 41mn 21s 85;49.703;15;
28067;17/05/2016 12:43:41.98;+2h 41mn 22s 08;49.704;16;
28069;17/05/2016 12:43:42.20;+2h 41mn 22s 30;49.705;17;
28070;17/05/2016 12:43:42.46;+2h 41mn 22s 56;49.707;18;
28072;17/05/2016 12:43:42.63;+2h 41mn 22s 73;49.708;19;
28074;17/05/2016 12:43:42.85;+2h 41mn 22s 95;49.709;20;
28077;17/05/2016 12:43:43.11;+2h 41mn 23s 21;49.710;21;
28079;17/05/2016 12:43:43.29;+2h 41mn 23s 39;49.711;22;
28081;17/05/2016 12:43:43.51;+2h 41mn 23s 61;49.713;23;
28083;17/05/2016 12:43:43.75;+2h 41mn 23s 85;49.714;24;
28084;17/05/2016 12:43:43.94;+2h 41mn 24s 04;49.716;25;
28087;17/05/2016 12:43:44.16;+2h 41mn 24s 26;49.717;26;
28088;17/05/2016 12:43:44.40;+2h 41mn 24s 50;49.719;27;
28090;17/05/2016 12:43:44.59;+2h 41mn 24s 69;49.720;28;
28092;17/05/2016 12:43:44.81;+2h 41mn 24s 91;49.722;29;
28094;17/05/2016 12:43:45.04;+2h 41mn 25s 14;49.724;30;
28095;17/05/2016 12:43:45.24;+2h 41mn 25s 34;49.726;31;
28099;17/05/2016 12:43:45.49;+2h 41mn 25s 59;49.728;32;
28102;17/05/2016 12:43:45.75;+2h 41mn 25s 85;49.730;33;
28106;17/05/2016 12:43:46.21;+2h 41mn 26s 31;49.735;34;
28127;17/05/2016 12:43:54.63;+2h 41mn 34s 73;49.814;35;
28129;17/05/2016 12:43:56.73;+2h 41mn 36s 83;49.835;36;
28133;17/05/2016 12:43:59.33;+2h 41mn 39s 43;49.862;37;
28135;17/05/2016 12:44:02.03;+2h 41mn 42s 13;49.890;38;
28144;17/05/2016 12:44:08.20;+2h 41mn 48s 30;49.955;37;
28146;17/05/2016 12:44:10.39;+2h 41mn 50s 49;49.977;36;
28150;17/05/2016 12:44:12.73;+2h 41mn 52s 83;50.000;35.5;
28152;17/05/2016 12:44:13.37;+2h 41mn 53s 47;50.006;35;
28165;17/05/2016 12:44:19.59;+2h 41mn 59s 69;50.067;36;
28174;17/05/2016 12:44:22.99;+2h 42mn 3s 09;50.101;37;
28177;17/05/2016 12:44:25.41;+2h 42mn 5s 51;50.126;37;
28182;17/05/2016 12:44:33.42;+2h 42mn 13s 52;50.208;36;
28193;17/05/2016 12:44:44.58;+2h 42mn 24s 68;50.319;35.5;
28195;17/05/2016 12:44:44.87;+2h 42mn 24s 97;50.321;35;
28197;17/05/2016 12:44:44.90;+2h 42mn 25s 00;50.321;35;
28200;17/05/2016 12:44:45.44;+2h 42mn 25s 54;50.327;34;
28205;17/05/2016 12:44:46.13;+2h 42mn 26s 23;50.333;33;
28210;17/05/2016 12:44:48.41;+2h 42mn 28s 51;50.354;34;
28211;17/05/2016 12:44:49.65;+2h 42mn 29s 75;50.366;35;
28217;17/05/2016 12:44:50.59;+2h 42mn 30s 69;50.375;35.5;
28219;17/05/2016 12:44:50.87;+2h 42mn 30s 97;50.378;35.5;
28230;17/05/2016 12:44:54.11;+2h 42mn 34s 21;50.409;34;
28231;17/05/2016 12:44:54.15;+2h 42mn 34s 25;50.410;34;
28233;17/05/2016 12:44:54.43;+2h 42mn 34s 53;50.412;34;
28241;17/05/2016 12:44:57.40;+2h 42mn 37s 50;50.440;33;
28244;17/05/2016 12:45:00.86;+2h 42mn 40s 96;50.471;32;
28253;17/05/2016 12:45:05.77;+2h 42mn 45s 87;50.514;33;
28254;17/05/2016 12:45:06.81;+2h 42mn 46s 91;50.524;34;
28256;17/05/2016 12:45:07.75;+2h 42mn 47s 85;50.533;35;
28262;17/05/2016 12:45:08.67;+2h 42mn 48s 77;50.542;35.5;
28265;17/05/2016 12:45:08.99;+2h 42mn 49s 09;50.545;35.5;
28279;17/05/2016 12:45:14.59;+2h 42mn 54s 69;50.600;34.5;
28282;17/05/2016 12:45:14.91;+2h 42mn 55s 01;50.603;34.5;
28283;17/05/2016 12:45:14.96;+2h 42mn 55s 06;50.603;34;
28289;17/05/2016 12:45:16.05;+2h 42mn 56s 15;50.613;33;
28313;17/05/2016 12:45:23.49;+2h 43mn 3s 59;50.681;34;
28315;17/05/2016 12:45:24.91;+2h 43mn 5s 01;50.695;35;
28318;17/05/2016 12:45:25.43;+2h 43mn 5s 53;50.700;35;
28319;17/05/2016 12:45:26.59;+2h 43mn 6s 69;50.711;36;
28329;17/05/2016 12:45:31.19;+2h 43mn 11s 29;50.758;35;
28331;17/05/2016 12:45:32.79;+2h 43mn 12s 89;50.773;34;
28352;17/05/2016 12:45:45.22;+2h 43mn 25s 32;50.889;33;
28354;17/05/2016 12:45:46.79;+2h 43mn 26s 89;50.903;32;
28356;17/05/2016 12:45:48.58;+2h 43mn 28s 68;50.919;31;
28369;17/05/2016 12:45:52.54;+2h 43mn 32s 64;50.953;30;
28375;17/05/2016 12:45:54.30;+2h 43mn 34s 40;50.967;29;
28380;17/05/2016 12:45:55.18;+2h 43mn 35s 28;50.974;28;
28384;17/05/2016 12:45:56.14;+2h 43mn 36s 24;50.981;27;
28387;17/05/2016 12:45:57.26;+2h 43mn 37s 36;50.990;26;
28392;17/05/2016 12:45:58.54;+2h 43mn 38s 64;50.999;25;
28393;17/05/2016 12:45:58.73;+2h 43mn 38s 83;51.000;25;
28402;17/05/2016 12:46:03.74;+2h 43mn 43s 84;51.034;24;
28403;17/05/2016 12:46:03.88;+2h 43mn 43s 98;51.035;24;
28406;17/05/2016 12:46:04.12;+2h 43mn 44s 22;51.037;23.5;
28409;17/05/2016 12:46:04.39;+2h 43mn 44s 49;51.039;23;
28413;17/05/2016 12:46:05.02;+2h 43mn 45s 12;51.042;22;
28417;17/05/2016 12:46:05.53;+2h 43mn 45s 63;51.045;21;
28422;17/05/2016 12:46:05.96;+2h 43mn 46s 06;51.048;20;
28426;17/05/2016 12:46:06.44;+2h 43mn 46s 54;51.051;19;
28429;17/05/2016 12:46:06.89;+2h 43mn 46s 99;51.053;18;
28433;17/05/2016 12:46:07.34;+2h 43mn 47s 44;51.055;17;
28437;17/05/2016 12:46:07.80;+2h 43mn 47s 90;51.057;16;
28439;17/05/2016 12:46:07.92;+2h 43mn 48s 02;51.058;16;
28442;17/05/2016 12:46:08.25;+2h 43mn 48s 35;51.059;15;
28447;17/05/2016 12:46:08.66;+2h 43mn 48s 76;51.061;14;
28450;17/05/2016 12:46:09.06;+2h 43mn 49s 16;51.062;13;
28455;17/05/2016 12:46:09.54;+2h 43mn 49s 64;51.064;12;
28459;17/05/2016 12:46:09.99;+2h 43mn 50s 09;51.065;11;
28466;17/05/2016 12:46:10.88;+2h 43mn 50s 98;51.068;10.5;
28477;17/05/2016 12:46:12.32;+2h 43mn 52s 42;51.072;10.5;
28481;17/05/2016 12:46:13.04;+2h 43mn 53s 14;51.074;10;
28487;17/05/2016 12:46:14.07;+2h 43mn 54s 17;51.077;9;
28490;17/05/2016 12:46:15.01;+2h 43mn 55s 11;51.079;8;
28494;17/05/2016 12:46:16.48;+2h 43mn 56s 58;51.082;7.5;
28498;17/05/2016 12:46:17.16;+2h 43mn 57s 26;51.083;7.5;
28500;17/05/2016 12:46:17.31;+2h 43mn 57s 41;51.084;7;
28504;17/05/2016 12:46:17.99;+2h 43mn 58s 09;51.085;6;
28506;17/05/2016 12:46:18.37;+2h 43mn 58s 47;51.086;5;
28509;17/05/2016 12:46:18.77;+2h 43mn 58s 87;51.086;4;
28515;17/05/2016 12:46:19.68;+2h 43mn 59s 78;51.087;3.5;
28522;17/05/2016 12:46:21.00;+2h 44mn 1s 10;51.088;3.5;
28527;17/05/2016 12:46:21.63;+2h 44mn 1s 73;51.089;3;
28529;17/05/2016 12:46:22.03;+2h 44mn 2s 13;51.089;2;
28533;17/05/2016 12:46:22.26;+2h 44mn 2s 36;51.089;1.5;
28534;17/05/2016 12:46:22.30;+2h 44mn 2s 40;51.089;1.5;
28535;17/05/2016 12:46:22.32;+2h 44mn 2s 42;51.089;1.5;
28538;17/05/2016 12:46:22.84;+2h 44mn 2s 94;51.089;1.5;
28541;17/05/2016 12:46:23.11;+2h 44mn 3s 21;51.089;1.5;
28547;17/05/2016 12:46:24.17;+2h 44mn 4s 27;51.090;1;
28549;17/05/2016 12:46:24.31;+2h 44mn 4s 41;51.090;0;
